time,layout,data
2023/07/03 16:50:55.458047669,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.558976466,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.658549755,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.756668197,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.857086865,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.958338530,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.58313205,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.158364553,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.258484400,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.358535569,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.458486189,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.558501370,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.658528252,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.758521130,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.858492019,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:56.958500668,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.58459432,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.158475947,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.258523750,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.358546435,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.458475658,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.558462417,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.658514478,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.758472593,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:57.858464678,"{'dim': [], 'data_offset': 0}",[]
